GTO,1240,Ressler,MIRI Imaging,SPRITE01,0,0,De-Mystifying SPRITEs with JWST
GTO,1240,Ressler,MIRI Low Resolution Spectroscopy,SPRITE01,0,0,De-Mystifying SPRITEs with JWST
GTO,1240,Ressler,NIRSpec IFU Spectroscopy,SPRITE01,0,0,De-Mystifying SPRITEs with JWST
ERS,1334,Weisz,NIRCam Imaging,WLM,0.500833333333333,-15.4386944444444,The Resolved Stellar Populations Early Release Science Program
GTO,1176,Windhorst,NIRSpec IFU Spectroscopy,SDSS-J0005-0006-QUASAR,1.46799416666667,-0.115611111111093,JWST Medium-Deep Fields -- Windhorst IDS GTO Program
GTO,1176,Windhorst,NIRSpec IFU Spectroscopy,SDSS-J0005-0006-CENTRE,1.46809875,-0.115827777777781,JWST Medium-Deep Fields -- Windhorst IDS GTO Program
ERS,1324,Treu,NIRSpec MultiObject Spectroscopy,TARGET-OBSERVATION-4,3.58384,-30.3926,Through the looking GLASS: a JWST exploration of galaxy formation and evolution from cosmic dawn to present day
ERS,1324,Treu,NIRISS Wide Field Slitless Spectroscopy,ABELL2744,3.58746333333333,-30.3969527777778,Through the looking GLASS: a JWST exploration of galaxy formation and evolution from cosmic dawn to present day
GTO,1176,Windhorst,NIRCam Imaging,ACO-2744,3.58833333333333,-30.39725,JWST Medium-Deep Fields -- Windhorst IDS GTO Program
GTO,1222,Willott,NIRSpec Fixed Slit Spectroscopy,VDESJ0020-3653,5.13113333333333,-36.89495,"Cosmic reionization, metal enrichment and host galaxies from quasar spectroscopy"
GTO,1222,Willott,NIRSpec IFU Spectroscopy,VDESJ0020-3653,5.13113333333333,-36.89495,"Cosmic reionization, metal enrichment and host galaxies from quasar spectroscopy"
GTO,1305,van der Marel,NIRCam Imaging,ANDROMEDA-III,8.87821,36.5035805555556,Dynamics of the Andromeda Galaxy Satellite System
GTO,1305,van der Marel,NIRCam Imaging,ANDROMEDA-XVII,9.277,44.3216694444444,Dynamics of the Andromeda Galaxy Satellite System
GTO,1177,Greene,MIRI Low Resolution Spectroscopy,HAT-P-19B,9.51671666666667,34.7115444444444,MIRI observations of transiting exoplanets
GTO,1185,Greene,NIRCam Grism Time Series,HAT-P-19,9.51671666666667,34.7115444444444,Transit Spectroscopy of Mature Planets
GTO,1224,Birkmann,NIRSpec Bright Object Time Series,GJ-3053-TA-REF,11.2467329166667,-15.270575,Transiting exoplanet characterization with JWST/NIRSPEC
