#Wavelength Flux FluxErr FluxGeo
 .50889  3.1360  0.0143  3.1325
 .50901  3.1451  0.0144  3.1486
 .50913  3.1409  0.0143  3.1440
 .50925  3.1366  0.0142  3.1407
 .50937  3.1238  0.0141  3.1260
 .50949  3.1249  0.0141  3.1333
 .50960  3.1104  0.0142  3.1223
 .50972  3.1042  0.0141  3.1135
 .50984  3.0918  0.0139  3.0907
 .50996  3.1007  0.0140  3.0995
 .51008  3.1090  0.0141  3.1059
 .51020  3.1020  0.0142  3.0869
 .51031  3.0994  0.0142  3.0817
 .51043  3.0803  0.0142  3.0649
 .51055  3.0979  0.0142  3.0977
 .51067  3.0768  0.0140  3.0745
 .51079  3.0724  0.0139  3.0662
 .51091  3.0836  0.0141  3.0753
 .51103  3.1027  0.0142  3.1053
 .51115  3.1026  0.0142  3.0980
 .51126  3.0872  0.0141  3.0810
 .51138  3.0898  0.0140  3.0882
 .51150  3.0880  0.0140  3.0834
 .51162  3.1053  0.0142  3.1121
 .51174  3.0983  0.0142  3.1029
 .51186  3.0988  0.0140  3.1069
 .51198  3.1140  0.0141  3.1298
 .51210  3.1219  0.0141  3.1376
 .51222  3.1237  0.0143  3.1374
 .51234  3.1163  0.0144  3.1315
 .51246  3.1013  0.0143  3.1130
 .51258  3.1157  0.0142  3.1233
 .51269  3.1237  0.0141  3.1289
 .51281  3.1158  0.0141  3.1116
 .51293  3.1364  0.0144  3.1236
 .51305  3.1374  0.0145  3.1344
 .51317  3.1231  0.0145  3.1272
 .51329  3.1293  0.0146  3.1407
 .51341  3.1313  0.0145  3.1397
 .51353  3.1372  0.0143  3.1528
 .51365  3.1758  0.0144  3.1936
 .51377  3.1808  0.0144  3.1983
 .51389  3.1921  0.0144  3.2230
 .51401  3.1794  0.0144  3.2106
 .51413  3.1588  0.0144  3.1866
 .51425  3.1823  0.0145  3.2120
 .51437  3.1886  0.0145  3.2171
 .51449  3.1958  0.0145  3.2183
 .51461  3.2197  0.0144  3.2454
 .51473  3.2228  0.0144  3.2561
 .51485  3.2094  0.0145  3.2424
 .51496  3.2155  0.0146  3.2483
 .51509  3.2371  0.0144  3.2686
 .51520  3.2317  0.0145  3.2683
 .51532  3.2461  0.0144  3.2791
 .51544  3.2538  0.0146  3.2907
 .51556  3.2656  0.0147  3.3012
 .51568  3.2863  0.0146  3.3215
 .51580  3.2873  0.0147  3.3312
 .51592  3.2815  0.0148  3.3247
 .51604  3.2991  0.0149  3.3313
 .51616  3.3280  0.0150  3.3748
 .51628  3.3273  0.0149  3.3843
 .51640  3.3324  0.0149  3.3897
 .51652  3.3457  0.0148  3.4081
 .51665  3.3422  0.0149  3.4118
 .51676  3.3269  0.0149  3.3797
 .51689  3.3030  0.0150  3.3566
 .51700  3.3091  0.0149  3.3676
 .51713  3.3064  0.0149  3.3536
 .51725  3.3235  0.0150  3.3760
 .51737  3.3347  0.0153  3.3965
 .51749  3.3303  0.0153  3.3889
 .51761  3.3149  0.0153  3.3771
 .51773  3.3306  0.0155  3.3988
 .51785  3.3323  0.0154  3.4050
 .51797  3.3259  0.0152  3.3904
 .51809  3.3084  0.0150  3.3701
 .51821  3.2942  0.0149  3.3507
 .51833  3.2763  0.0149  3.3264
 .51845  3.2829  0.0147  3.3292
 .51857  3.2729  0.0145  3.3142
 .51869  3.2623  0.0145  3.2932
 .51881  3.2640  0.0145  3.3006
 .51893  3.2528  0.0148  3.2917
 .51905  3.2502  0.0150  3.2952
 .51917  3.2678  0.0150  3.3219
 .51930  3.2626  0.0147  3.3103
 .51942  3.2442  0.0146  3.2811
 .51954  3.2712  0.0148  3.3066
 .51966  3.2855  0.0150  3.3300
 .51978  3.3005  0.0151  3.3508
 .51990  3.3082  0.0151  3.3630
 .52002  3.3089  0.0149  3.3593
 .52014  3.3240  0.0148  3.3817
 .52026  3.2953  0.0148  3.3534
 .52038  3.2760  0.0147  3.3340
 .52050  3.2633  0.0146  3.3158
 .52062  3.2325  0.0144  3.2866
 .52075  3.2262  0.0142  3.2720
 .52087  3.2121  0.0143  3.2522
 .52099  3.2200  0.0143  3.2661
 .52111  3.2167  0.0144  3.2634
 .52123  3.1797  0.0143  3.2208
 .52135  3.1983  0.0144  3.2505
 .52147  3.2258  0.0143  3.2837
 .52160  3.2017  0.0142  3.2431
 .52172  3.2037  0.0141  3.2570
 .52184  3.1893  0.0141  3.2283
 .52196  3.1812  0.0140  3.2340
 .52208  3.1911  0.0142  3.2445
 .52220  3.2002  0.0143  3.2440
 .52232  3.1779  0.0142  3.2186
 .52245  3.1876  0.0141  3.2306
 .52257  3.2051  0.0141  3.2345
 .52269  3.1974  0.0142  3.2467
 .52281  3.1734  0.0143  3.2167
 .52293  3.1747  0.0143  3.2201
 .52305  3.1948  0.0143  3.2367
 .52318  3.1974  0.0143  3.2132
 .52330  3.2021  0.0143  3.2320
 .52342  3.1962  0.0143  3.2415
 .52354  3.2024  0.0142  3.2462
 .52366  3.2258  0.0143  3.2714
 .52378  3.2504  0.0143  3.3018
 .52390  3.2519  0.0144  3.2905
 .52403  3.2394  0.0144  3.2789
 .52415  3.2178  0.0143  3.2593
 .52427  3.2366  0.0144  3.2742
 .52439  3.2530  0.0143  3.2857
 .52451  3.2241  0.0143  3.2654
 .52464  3.2119  0.0144  3.2514
 .52476  3.2210  0.0144  3.2507
 .52488  3.2324  0.0144  3.2871
 .52500  3.2039  0.0144  3.2548
 .52512  3.1997  0.0143  3.2450
 .52525  3.2136  0.0143  3.2558
 .52537  3.1979  0.0143  3.2338
 .52549  3.2058  0.0143  3.2502
 .52561  3.2108  0.0143  3.2588
 .52574  3.2011  0.0143  3.2501
 .52586  3.2026  0.0142  3.2587
 .52598  3.2165  0.0142  3.2706
 .52610  3.2241  0.0144  3.2742
 .52623  3.2102  0.0144  3.2667
 .52635  3.2002  0.0144  3.2476
 .52647  3.2224  0.0144  3.2636
 .52659  3.2196  0.0143  3.2614
 .52672  3.1955  0.0143  3.2399
 .52684  3.1793  0.0142  3.2267
 .52696  3.1764  0.0142  3.2260
 .52708  3.1875  0.0142  3.2258
 .52721  3.2015  0.0142  3.2427
 .52733  3.2127  0.0144  3.2533
 .52745  3.1959  0.0144  3.2394
 .52757  3.2077  0.0145  3.2598
 .52770  3.2241  0.0145  3.2798
 .52782  3.2208  0.0146  3.2864
 .52794  3.2498  0.0147  3.3148
 .52806  3.2388  0.0148  3.2969
 .52819  3.2386  0.0149  3.2894
 .52831  3.2524  0.0149  3.3007
 .52843  3.2260  0.0148  3.2811
 .52856  3.2087  0.0145  3.2818
 .52868  3.2428  0.0144  3.3076
 .52880  3.2447  0.0145  3.3073
 .52892  3.2047  0.0146  3.2912
 .52905  3.2198  0.0145  3.2842
 .52917  3.2437  0.0143  3.3017
 .52930  3.2357  0.0142  3.2943
 .52942  3.2166  0.0142  3.2775
 .52954  3.2160  0.0141  3.2651
 .52966  3.2079  0.0141  3.2522
 .52979  3.1735  0.0141  3.2325
 .52991  3.1656  0.0142  3.2319
 .53003  3.1682  0.0141  3.2308
 .53016  3.1653  0.0140  3.2003
 .53028  3.1703  0.0141  3.2143
 .53040  3.1710  0.0143  3.2306
 .53053  3.2036  0.0147  3.2634
 .53065  3.2118  0.0150  3.2668
 .53077  3.2147  0.0150  3.2696
 .53090  3.2240  0.0146  3.2689
 .53102  3.2109  0.0144  3.2669
 .53114  3.2238  0.0145  3.2858
 .53127  3.2488  0.0147  3.2854
 .53139  3.2328  0.0146  3.2947
 .53151  3.2146  0.0146  3.2827
 .53164  3.1876  0.0147  3.2566
 .53176  3.1881  0.0147  3.2634
 .53189  3.1848  0.0147  3.2544
 .53201  3.1865  0.0147  3.2621
 .53213  3.1830  0.0145  3.2628
 .53226  3.1658  0.0142  3.2305
 .53238  3.1511  0.0142  3.2099
 .53250  3.1425  0.0143  3.2037
 .53263  3.1416  0.0142  3.2098
 .53275  3.1437  0.0140  3.2110
 .53288  3.1125  0.0139  3.1562
 .53300  3.1146  0.0139  3.1740
 .53312  3.0965  0.0139  3.1554
 .53325  3.0820  0.0138  3.1249
 .53337  3.0849  0.0138  3.1285
 .53350  3.0863  0.0140  3.1366
 .53362  3.0674  0.0140  3.1171
 .53375  3.0532  0.0139  3.0914
 .53387  3.0676  0.0139  3.1069
 .53399  3.0589  0.0140  3.1065
 .53412  3.0497  0.0142  3.0961
 .53424  3.0417  0.0143  3.0754
 .53437  3.0320  0.0143  3.0763
 .53449  3.0219  0.0141  3.0775
 .53461  3.0053  0.0139  3.0463
 .53474  3.0084  0.0137  3.0405
 .53486  2.9889  0.0135  3.0229
 .53499  2.9617  0.0135  3.0022
 .53511  2.9673  0.0136  3.0113
 .53524  2.9770  0.0137  3.0232
 .53536  2.9747  0.0138  3.0213
 .53549  2.9632  0.0137  3.0030
 .53561  2.9592  0.0136  3.0080
 .53574  2.9536  0.0135  2.9900
 .53586  2.9706  0.0136  3.0059
 .53598  2.9819  0.0138  3.0285
 .53611  2.9634  0.0138  2.9978
 .53623  2.9635  0.0139  2.9911
 .53636  2.9697  0.0138  3.0057
 .53648  2.9618  0.0139  3.0029
 .53661  2.9551  0.0140  2.9861
 .53673  2.9391  0.0140  2.9763
 .53686  2.9389  0.0138  2.9764
 .53698  2.9248  0.0137  2.9678
 .53711  2.8888  0.0136  2.9374
 .53723  2.9012  0.0137  2.9181
 .53736  2.9023  0.0138  2.9250
 .53748  2.8875  0.0138  2.9249
 .53761  2.8757  0.0137  2.9067
 .53773  2.8838  0.0135  2.9113
 .53786  2.8961  0.0134  2.9208
 .53798  2.8960  0.0134  2.9218
 .53811  2.8901  0.0135  2.9251
 .53823  2.8862  0.0135  2.9148
 .53836  2.8766  0.0134  2.9044
 .53848  2.8595  0.0133  2.8914
 .53861  2.8364  0.0133  2.8636
 .53873  2.8419  0.0133  2.8644
 .53886  2.8456  0.0133  2.8668
 .53899  2.8519  0.0135  2.8720
 .53911  2.8570  0.0135  2.8734
 .53924  2.8405  0.0134  2.8580
 .53936  2.8386  0.0133  2.8524
 .53949  2.8338  0.0132  2.8496
 .53961  2.8174  0.0132  2.8293
 .53974  2.8160  0.0133  2.8219
 .53986  2.8070  0.0132  2.8222
 .53999  2.7945  0.0132  2.8124
 .54011  2.8083  0.0131  2.8182
 .54024  2.7962  0.0131  2.8021
 .54037  2.8010  0.0131  2.8137
 .54049  2.8080  0.0131  2.8318
 .54062  2.8217  0.0131  2.8461
 .54074  2.8061  0.0130  2.8286
 .54087  2.8082  0.0130  2.8199
 .54099  2.8154  0.0131  2.8217
 .54112  2.7925  0.0131  2.8044
 .54125  2.8047  0.0130  2.8107
 .54137  2.8151  0.0129  2.8315
 .54150  2.8093  0.0129  2.8319
 .54162  2.8265  0.0130  2.8441
 .54175  2.8501  0.0132  2.8586
 .54188  2.8541  0.0133  2.8638
 .54200  2.8413  0.0132  2.8482
 .54213  2.8280  0.0131  2.8396
 .54225  2.8292  0.0130  2.8385
 .54238  2.8235  0.0130  2.8338
 .54251  2.8192  0.0131  2.8370
 .54263  2.8082  0.0132  2.8284
 .54276  2.8003  0.0132  2.8240
 .54289  2.8060  0.0132  2.8284
 .54301  2.8119  0.0131  2.8234
 .54314  2.8106  0.0131  2.8259
 .54326  2.7896  0.0130  2.8031
 .54339  2.7775  0.0130  2.7894
 .54352  2.7935  0.0130  2.8178
 .54364  2.7902  0.0129  2.8078
 .54377  2.7742  0.0129  2.7875
 .54390  2.7691  0.0130  2.7791
 .54402  2.7738  0.0130  2.7871
 .54415  2.7660  0.0130  2.7741
 .54428  2.7843  0.0130  2.8071
 .54440  2.7845  0.0131  2.8066
 .54453  2.7522  0.0129  2.7616
 .54466  2.7369  0.0129  2.7458
 .54478  2.7397  0.0129  2.7574
 .54491  2.7241  0.0129  2.7402
 .54504  2.7288  0.0129  2.7380
 .54516  2.7275  0.0128  2.7457
 .54529  2.7179  0.0127  2.7540
 .54542  2.7012  0.0127  2.7028
 .54554  2.6982  0.0128  2.7159
 .54567  2.6925  0.0128  2.7130
 .54580  2.6964  0.0129  2.7032
 .54592  2.6986  0.0129  2.7139
 .54605  2.7015  0.0128  2.7235
 .54618  2.7079  0.0128  2.7099
 .54630  2.7019  0.0127  2.7159
 .54643  2.7034  0.0127  2.7203
 .54656  2.6963  0.0128  2.6953
 .54669  2.7002  0.0129  2.7081
 .54681  2.7012  0.0128  2.7165
 .54694  2.6857  0.0126  2.6972
 .54707  2.7039  0.0125  2.7256
 .54720  2.6869  0.0126  2.7045
 .54732  2.6869  0.0127  2.7018
 .54745  2.6965  0.0126  2.7153
 .54758  2.6793  0.0125  2.6960
 .54770  2.6816  0.0125  2.7025
 .54783  2.6732  0.0124  2.6602
 .54796  2.6592  0.0124  2.6866
 .54809  2.6719  0.0125  2.7079
 .54821  2.6698  0.0126  2.6642
 .54834  2.6641  0.0126  2.6926
 .54847  2.6563  0.0126  2.6675
 .54860  2.6721  0.0128  2.6982
 .54872  2.6963  0.0129  2.7088
 .54885  2.6877  0.0127  2.6890
 .54898  2.6836  0.0125  2.7054
 .54911  2.6861  0.0125  2.7047
 .54924  2.6754  0.0125  2.6961
 .54936  2.6780  0.0125  2.6939
 .54949  2.6874  0.0126  2.7073
 .54962  2.6840  0.0127  2.7050
 .54975  2.6872  0.0127  2.7032
 .54988  2.6917  0.0126  2.7097
 .55000  2.6777  0.0125  2.6994
 .55013  2.6805  0.0124  2.7097
 .55026  2.6830  0.0123  2.7107
 .55039  2.6782  0.0123  2.6990
 .55051  2.6762  0.0124  2.6919
 .55064  2.6795  0.0124  2.6998
 .55077  2.6922  0.0125  2.7211
 .55090  2.6904  0.0125  2.7026
 .55103  2.6898  0.0125  2.7287
 .55115  2.6895  0.0126  2.7184
 .55128  2.6731  0.0126  2.6804
 .55141  2.6813  0.0127  2.7084
 .55154  2.6988  0.0129  2.7190
 .55167  2.6962  0.0128  2.7251
 .55180  2.6873  0.0128  2.7163
 .55192  2.6949  0.0129  2.7216
 .55205  2.7002  0.0129  2.7265
 .55218  2.6951  0.0128  2.7223
 .55231  2.7089  0.0128  2.7462
 .55244  2.6904  0.0127  2.7255
 .55257  2.6919  0.0126  2.7319
 .55270  2.6918  0.0125  2.7267
 .55282  2.6864  0.0126  2.7249
 .55295  2.6935  0.0128  2.7341
 .55308  2.7006  0.0129  2.7267
 .55321  2.6953  0.0128  2.7159
 .55334  2.6836  0.0126  2.7164
 .55347  2.6700  0.0124  2.7057
 .55360  2.6883  0.0126  2.7162
 .55372  2.7239  0.0128  2.7582
 .55385  2.6979  0.0130  2.7226
 .55398  2.6951  0.0132  2.6949
 .55411  2.6978  0.0135  2.7157
 .55424  2.6881  0.0134  2.7025
 .55437  2.6969  0.0132  2.7054
 .55450  2.6795  0.0132  2.7183
 .55463  2.6302  0.0132  2.6648
 .55476  2.6226  0.0131  2.6604
 .55489  2.6713  0.0131  2.7013
 .55501  2.6413  0.0133  2.6728
 .55514  2.6423  0.0135  2.6537
 .55527  2.6368  0.0133  2.6942
 .55540  2.6154  0.0130  2.6778
 .55553  2.6508  0.0128  2.6829
 .55566  2.6502  0.0126  2.6861
 .55579  2.6257  0.0126  2.6590
 .55592  2.6028  0.0126  2.6325
 .55605  2.6150  0.0126  2.6443
 .55618  2.6004  0.0126  2.6157
 .55631  2.6230  0.0127  2.6509
 .55644  2.6261  0.0128  2.6483
 .55657  2.6030  0.0126  2.6249
 .55670  2.5994  0.0126  2.6206
 .55682  2.5796  0.0125  2.5972
 .55695  2.5857  0.0124  2.5944
 .55708  2.5936  0.0126  2.6103
 .55721  2.5832  0.0126  2.6125
 .55734  2.5995  0.0125  2.6178
 .55747  2.5949  0.0124  2.6357
 .55760  2.5819  0.0124  2.6075
 .55773  2.5950  0.0124  2.6257
 .55786  2.5727  0.0123  2.6010
 .55799  2.5778  0.0125  2.6019
 .55812  2.6076  0.0126  2.6216
 .55825  2.5749  0.0124  2.6154
 .55838  2.5750  0.0123  2.5884
 .55851  2.5876  0.0123  2.5912
 .55864  2.5859  0.0124  2.5952
 .55877  2.5880  0.0125  2.5930
 .55890  2.5843  0.0124  2.5835
 .55903  2.5427  0.0121  2.5624
 .55916  2.5464  0.0121  2.5545
 .55929  2.5594  0.0122  2.5555
 .55942  2.5559  0.0122  2.5758
 .55955  2.5507  0.0123  2.5723
 .55968  2.5531  0.0123  2.5592
 .55981  2.5486  0.0124  2.5645
 .55994  2.5573  0.0124  2.5877
 .56007  2.5523  0.0124  2.5707
 .56020  2.5500  0.0124  2.5670
 .56033  2.5389  0.0123  2.5576
 .56046  2.5399  0.0123  2.5527
 .56059  2.5488  0.0123  2.5664
 .56072  2.5459  0.0124  2.5724
 .56085  2.5417  0.0124  2.5875
 .56098  2.5393  0.0125  2.5893
 .56111  2.5492  0.0124  2.5936
 .56125  2.5456  0.0122  2.5792
 .56138  2.5556  0.0122  2.5759
 .56151  2.5503  0.0122  2.5710
 .56164  2.5310  0.0122  2.5412
 .56177  2.5366  0.0122  2.5519
 .56190  2.5292  0.0121  2.5391
 .56203  2.5279  0.0122  2.5250
 .56216  2.5289  0.0122  2.5407
 .56229  2.5207  0.0122  2.5321
 .56242  2.5318  0.0122  2.5461
 .56255  2.5148  0.0123  2.5312
 .56268  2.5175  0.0125  2.5287
 .56281  2.5296  0.0126  2.5281
 .56295  2.5172  0.0125  2.5196
 .56308  2.5124  0.0122  2.5212
 .56321  2.5016  0.0119  2.5208
 .56334  2.5157  0.0121  2.5287
 .56347  2.5285  0.0123  2.5396
 .56360  2.5345  0.0123  2.5521
 .56373  2.5255  0.0123  2.5449
 .56386  2.5127  0.0123  2.5215
 .56399  2.5137  0.0123  2.5229
 .56412  2.4894  0.0121  2.4957
 .56426  2.4950  0.0121  2.5093
 .56439  2.5101  0.0120  2.5317
 .56452  2.4949  0.0119  2.5185
 .56465  2.4980  0.0119  2.5228
 .56478  2.5013  0.0119  2.5327
 .56491  2.5069  0.0119  2.5282
 .56504  2.5135  0.0121  2.5312
 .56518  2.5109  0.0124  2.5284
 .56531  2.5143  0.0126  2.5259
 .56544  2.5008  0.0123  2.5215
 .56557  2.5108  0.0120  2.5279
 .56570  2.5092  0.0121  2.5162
 .56583  2.5162  0.0123  2.5203
 .56596  2.5347  0.0125  2.5425
 .56610  2.5203  0.0125  2.5154
 .56623  2.4961  0.0124  2.4812
 .56636  2.4918  0.0123  2.4964
 .56649  2.5036  0.0122  2.5161
 .56662  2.4941  0.0122  2.5167
 .56675  2.4914  0.0123  2.5008
 .56689  2.5085  0.0123  2.5209
 .56702  2.5014  0.0122  2.5251
 .56715  2.4901  0.0121  2.5197
 .56728  2.5048  0.0121  2.5278
 .56741  2.5011  0.0121  2.5356
 .56755  2.5024  0.0121  2.5421
 .56768  2.5201  0.0122  2.5589
 .56781  2.5222  0.0123  2.5660
 .56794  2.5254  0.0124  2.5552
 .56808  2.5254  0.0123  2.5605
 .56821  2.5046  0.0122  2.5480
 .56834  2.5062  0.0123  2.5265
 .56847  2.4980  0.0124  2.5220
 .56860  2.4987  0.0124  2.5243
 .56874  2.4972  0.0122  2.5198
 .56887  2.4806  0.0121  2.5103
 .56900  2.4794  0.0121  2.4991
 .56913  2.4998  0.0123  2.5046
 .56926  2.4688  0.0115  2.5292
 .56940  2.5151  0.0121  2.5412
 .56953  2.5077  0.0121  2.5244
 .56966  2.5070  0.0121  2.5432
 .56980  2.5092  0.0121  2.5519
 .56993  2.5154  0.0121  2.5659
 .57006  2.5131  0.0120  2.5587
 .57019  2.5218  0.0122  2.5785
 .57032  2.5125  0.0123  2.5555
 .57046  2.4974  0.0123  2.5218
 .57059  2.4902  0.0123  2.5256
 .57072  2.4845  0.0120  2.5194
 .57086  2.4844  0.0119  2.5179
 .57099  2.4986  0.0120  2.6192
 .57112  2.4989  0.0121  2.6035
 .57125  2.5015  0.0120  2.4927
 .57139  2.5028  0.0119  2.4601
 .57152  2.5108  0.0119  2.5364
 .57165  2.5229  0.0120  2.5541
 .57179  2.5285  0.0121  2.5657
 .57192  2.5424  0.0122  2.6439
 .57205  2.5322  0.0122  2.5585
 .57219  2.5178  0.0121  2.5350
 .57232  2.5307  0.0121  2.5659
 .57245  2.5374  0.0123  2.5758
 .57259  2.5278  0.0125  2.5602
 .57272  2.5188  0.0125  2.5512
 .57285  2.5041  0.0125  2.5494
 .57299  2.4975  0.0125  2.3049
 .57312  2.4890  0.0124  2.5589
 .57325  2.4794  0.0123  2.4745
 .57339  2.4854  0.0122  2.5165
 .57352  2.4793  0.0120  2.5081
 .57365  2.4833  0.0119  2.5186
 .57379  2.4829  0.0120  2.5192
 .57392  2.4937  0.0121  2.5183
 .57405  2.4935  0.0122  2.5137
 .57419  2.4783  0.0121  2.5426
 .57432  2.4679  0.0120  2.5477
 .57445  2.4890  0.0121  2.4798
 .57459  2.4985  0.0123  2.6517
 .57472  2.4882  0.0123  2.3301
 .57485  2.4812  0.0121  2.5071
 .57499  2.4868  0.0120  2.5831
 .57512  2.4769  0.0120  2.5019
 .57525  2.4817  0.0121  2.5175
 .57539  2.4813  0.0123  2.5238
 .57552  2.4613  0.0123  2.5159
 .57566  2.4696  0.0121  2.4296
 .57579  2.4845  0.0121  2.5354
 .57592  2.4834  0.0120  2.5718
 .57606  2.4798  0.0120  2.5877
 .57619  2.4660  0.0121  2.4559
 .57633  2.4702  0.0122  2.5195
 .57646  2.4766  0.0121  2.5159
 .57659  2.4687  0.0121  2.4037
 .57673  2.4559  0.0121  2.5829
 .57686  2.4712  0.0123  2.5644
 .57700  2.5024  0.0127  2.5364
 .57713  2.4933  0.0127  2.5294
 .57726  2.4731  0.0125  2.4779
 .57740  2.4606  0.0121  2.3855
 .57753  2.4830  0.0122  2.4783
 .57767  2.4822  0.0124  2.5185
 .57780  2.4592  0.0124  2.3253
 .57794  2.4702  0.0119  2.5055
 .57807  2.4773  0.0119  2.5301
 .57821  2.4627  0.0119  2.5742
 .57834  2.4596  0.0121  2.5636
 .57848  2.4536  0.0122  2.5783
 .57861  2.4668  0.0123  2.6166
 .57874  2.4725  0.0122  2.4645
 .57888  2.4576  0.0120  2.3525
 .57901  2.4498  0.0120  2.4726
 .57915  2.4635  0.0120  2.5133
 .57928  2.4767  0.0122  2.4306
 .57942  2.4702  0.0123  2.5169
 .57955  2.4852  0.0125  2.5384
 .57969  2.4800  0.0125  2.6813
 .57982  2.4873  0.0125  2.6045
 .57996  2.4781  0.0123  2.5765
 .58009  2.4964  0.0122  2.5488
 .58023  2.5099  0.0122  2.3572
 .58036  2.5241  0.0123  2.5753
 .58050  2.5092  0.0122  2.5868
 .58063  2.4951  0.0121  2.5623
 .58077  2.5088  0.0125  2.5233
 .58090  2.5197  0.0127  2.2223
 .58104  2.5167  0.0125  2.4966
 .58117  2.5031  0.0124  2.5196
 .58131  2.5101  0.0124  2.5683
 .58144  2.5089  0.0123  2.5570
 .58158  2.5164  0.0123  2.5195
 .58171  2.5493  0.0124  2.6176
 .58185  2.5793  0.0123  2.6310
 .58198  2.5412  0.0124  2.5827
 .58212  2.5294  0.0124  2.4874
 .58225  2.5203  0.0125  2.5630
 .58239  2.5406  0.0125  2.5910
 .58253  2.5498  0.0124  2.5267
 .58266  2.5444  0.0123  2.0800
 .58280  2.5665  0.0126  2.6382
 .58293  2.5590  0.0128  2.6090
 .58307  2.5570  0.0126  2.6059
 .58320  2.5520  0.0123  2.5988
 .58334  2.5550  0.0122  2.5203
 .58348  2.5563  0.0122  2.6482
 .58361  2.5576  0.0122  2.3743
 .58375  2.5749  0.0122  2.4104
 .58388  2.5817  0.0123  2.3784
 .58402  2.5182  0.0117  2.6083
 .58415  2.5908  0.0125  2.6052
 .58429  2.5807  0.0127  2.6502
 .58443  2.5837  0.0128  2.5873
 .58456  2.6136  0.0128  2.4111
 .58470  2.6134  0.0127  2.4547
 .58483  2.6209  0.0127  2.5680
 .58497  2.6142  0.0125  2.6644
 .58511  2.6293  0.0126  2.6653
 .58524  2.6580  0.0130  2.7307
 .58538  2.6627  0.0132  2.5457
 .58551  2.6391  0.0129  2.6657
 .58565  2.6249  0.0126  2.7029
 .58579  2.6331  0.0126  2.7767
 .58592  2.6649  0.0126  2.8586
 .58606  2.6837  0.0126  2.7871
 .58620  2.6834  0.0126  2.7059
 .58633  2.6803  0.0127  2.6458
 .58647  2.6798  0.0129  2.7204
 .58660  2.6884  0.0131  2.8771
 .58674  2.7016  0.0133  2.7579
 .58688  2.7214  0.0133  2.6494
 .58701  2.7447  0.0132  2.7855
 .58715  2.7860  0.0131  2.8099
 .58729  2.8070  0.0131  2.6075
 .58742  2.7875  0.0131  2.8738
 .58756  2.7905  0.0131  2.7814
 .58770  2.8212  0.0132  2.7497
 .58783  2.8302  0.0133  2.8942
 .58797  2.8433  0.0134  2.9172
 .58811  2.8168  0.0133  2.4418
 .58824  2.7795  0.0132  2.8893
 .58838  2.7620  0.0132  2.9183
 .58852  2.7503  0.0132  2.8443
 .58865  2.7493  0.0131  2.7379
 .58879  2.7264  0.0130  2.6057
 .58893  2.6871  0.0131  2.6666
 .58907  2.6833  0.0132  2.3406
 .58920  2.6971  0.0132  2.6975
 .58934  2.6745  0.0131  2.6133
 .58948  2.6452  0.0128  2.6583
 .58961  2.6491  0.0126  2.6695
 .58975  2.6336  0.0127  2.5117
 .58989  2.6468  0.0128  2.6106
 .59003  2.6452  0.0128  2.6697
 .59016  2.6483  0.0127  2.6926
 .59030  2.6350  0.0126  2.7530
 .59044  2.6265  0.0125  2.7013
 .59058  2.6429  0.0126  2.7687
 .59071  2.6354  0.0125  2.7205
 .59085  2.6484  0.0127  2.6950
 .59099  2.6370  0.0127  2.5398
 .59112  2.6113  0.0127  2.6748
 .59126  2.6040  0.0127  2.4648
 .59140  2.6021  0.0126  2.6670
 .59154  2.5812  0.0125  2.5543
 .59168  2.5808  0.0129  2.7464
 .59181  2.5704  0.0129  2.6104
 .59195  2.5777  0.0126  2.6537
 .59209  2.5706  0.0127  2.6367
 .59222  2.5573  0.0126  2.5783
 .59236  2.5620  0.0125  2.5746
 .59250  2.5578  0.0124  2.6638
 .59264  2.5294  0.0124  2.2792
 .59278  2.5170  0.0122  2.4191
 .59291  2.5161  0.0122  2.6215
 .59305  2.5163  0.0122  2.6575
 .59319  2.4339  0.0121  2.5247
 .59333  2.4941  0.0122  2.5338
 .59347  2.5178  0.0122  2.3761
 .59360  2.5170  0.0122  2.4339
 .59374  2.4685  0.0119  2.4441
 .59388  2.4694  0.0120  2.2102
 .59402  2.4947  0.0121  2.2681
 .59416  2.4902  0.0122  2.5705
 .59430  2.4743  0.0123  2.4895
 .59443  2.4923  0.0124  2.5422
 .59457  2.5109  0.0125  2.3444
 .59471  2.4898  0.0126  2.5727
 .59485  2.4754  0.0125  2.3395
 .59499  2.3832  0.0121  2.4206
 .59512  2.4604  0.0124  2.4015
 .59526  2.4499  0.0123  2.3970
 .59540  2.4457  0.0121  2.6150
 .59554  2.4689  0.0121  2.6692
 .59568  2.4731  0.0122  2.6448
 .59582  2.4521  0.0124  2.5264
 .59596  2.4535  0.0124  2.5382
 .59610  2.4716  0.0125  2.5732
 .59623  2.4595  0.0125  2.4049
 .59637  2.4569  0.0124  2.4204
 .59651  2.4582  0.0122  2.5303
 .59665  2.4723  0.0123  2.4254
 .59679  2.4650  0.0123  2.5983
 .59693  2.4631  0.0123  2.6684
 .59707  2.4720  0.0124  2.6263
 .59720  2.4563  0.0124  2.4318
 .59734  2.4486  0.0123  2.3714
 .59748  2.4387  0.0122  2.4109
 .59762  2.4442  0.0125  2.4840
 .59776  2.4305  0.0124  2.4038
 .59790  2.4020  0.0124  2.4424
 .59804  2.3936  0.0123  2.4729
 .59818  2.4231  0.0122  2.3264
 .59832  2.4030  0.0121  2.2220
 .59846  2.4218  0.0122  2.5018
