Band,wavelength,efficiency
2,7.004,0.142633513648736
2,7.01,0.142470938199519
2,7.016,0.142370761128204
2,7.022,0.142358795506797
2,7.028,0.142346308871451
2,7.034,0.142555700295607
2,7.04,0.143098580162325
2,7.046,0.143646929251655
2,7.052,0.144448504019847
2,7.058,0.144143242446477
2,7.064,0.143667128497291
2,7.07,0.143182869781346
2,7.076,0.142819234086707
2,7.082,0.142855771546558
2,7.088,0.143067837648912
2,7.094,0.143323065624306
2,7.1,0.143794506462641
2,7.106,0.144106502131719
2,7.112,0.144353179020378
2,7.118,0.144324632234689
2,7.124,0.144240687086451
2,7.13,0.144159625263023
2,7.136,0.14422562113812
2,7.142,0.144483029072229
2,7.148,0.144901878423713
2,7.154,0.145357132207967
2,7.16,0.14562960072588
2,7.166,0.14583757425735
2,7.172,0.146039890598501
2,7.178,0.146053115963442
2,7.184,0.14602864620212
2,7.19,0.145963162041121
2,7.196,0.145844863226594
2,7.202,0.145930178831986
2,7.208,0.146068488881338
2,7.214,0.14629845098073
2,7.22,0.146420863366994
2,7.226,0.146443419211472
2,7.232,0.146420900840591
2,7.238,0.146396486156678
2,7.244,0.146702163161138
2,7.25,0.146959685277488
2,7.256,0.147192422080843
2,7.262,0.147603554271704
2,7.268,0.147985211551977
2,7.274,0.148352688218451
2,7.28,0.14857549410166
2,7.286,0.148411941701051
2,7.292,0.148280927512885
2,7.298,0.148146185410909
2,7.304,0.148194249092415
2,7.31,0.148265325675072
2,7.316,0.148249028970654
2,7.322,0.14820829891142
2,7.328,0.148313070797375
2,7.334,0.148556345011861
2,7.34,0.148952431853173
2,7.346,0.149104651027601
2,7.352,0.149088843131998
2,7.358,0.14899384012505
2,7.364,0.148866124710775
2,7.37,0.148936481707745
2,7.376,0.148979521244088
2,7.382,0.149015274101735
2,7.388,0.149055901563006
2,7.394,0.149100654404676
2,7.4,0.149139794505933
2,7.406,0.149171952766866
2,7.412,0.149128890759952
2,7.418,0.149070830366994
2,7.424,0.148982357874749
2,7.43,0.148854494885244
2,7.436,0.148841685572019
2,7.442,0.148828697447029
2,7.448,0.148849335325743
2,7.454,0.148910790325298
2,7.46,0.148979920642902
2,7.466,0.149046337414209
2,7.472,0.149105393329073
2,7.478,0.148953145698181
2,7.484,0.148718179756789
2,7.49,0.148495379138513
2,7.496,0.148311392399439
2,7.502,0.148193584421982
2,7.508,0.148134173627764
2,7.514,0.148091639042234
2,7.52,0.14801961951758
2,7.526,0.148010380509287
2,7.532,0.148004516832826
2,7.538,0.147996252952205
2,7.544,0.147969708828051
2,7.55,0.147915608950045
2,7.556,0.147854038849974
2,7.562,0.1478061066632
2,7.568,0.147705031290292
2,7.574,0.147629747760587
2,7.58,0.147563927794739
2,7.586,0.147508012044217
2,7.592,0.147417939890822
2,7.598,0.147308796268969
2,7.604,0.147187774356644
2,7.61,0.147091978267656
2,7.616,0.146892866974821
2,7.622,0.146730568516814
2,7.628,0.14657977555999
2,7.634,0.146446397580458
2,7.64,0.146403367695959
2,7.646,0.146359572359169
2,7.652,0.146331376974611
2,7.658,0.14627911556691
2,7.664,0.146199698585216
2,7.67,0.146135287451026
2,7.676,0.146069146985254
2,7.682,0.146026391406256
2,7.688,0.145947292993822
2,7.694,0.145891497551039
2,7.7,0.145852113342754
2,7.706,0.145774514165491
2,7.712,0.145612921374325
2,7.718,0.145473966714838
2,7.724,0.145337897718106
2,7.73,0.145258171630867
2,7.736,0.145215513939057
2,7.742,0.145197737101952
2,7.748,0.145195187689491
2,7.754,0.145179975104991
2,7.76,0.145204615120281
2,7.77,0.00000
3,7.52,0.00000
3,7.53,0.120203996582022
3,7.5369,0.120002348054587
3,7.5438,0.119714529361814
3,7.5507,0.119365776777915
3,7.5576,0.118927854093392
3,7.5645,0.118320648301422
3,7.5714,0.117554154654311
3,7.5783,0.116879238518683
3,7.5852,0.116605457434345
3,7.5921,0.116715550222576
3,7.599,0.116929714152937
3,7.6059,0.117035074701887
3,7.6128,0.117117295945557
3,7.6197,0.117386488721452
3,7.6266,0.117917171678636
3,7.6335,0.118501577803937
3,7.6404,0.118967717412875
3,7.6473,0.119319755094515
3,7.6542,0.119660692055766
3,7.6611,0.120032279067885
3,7.668,0.120404951343398
3,7.6749,0.120682094726129
3,7.6818,0.120971842240974
3,7.6887,0.121244301512059
3,7.6956,0.121478664634795
3,7.7025,0.121666127870168
3,7.7094,0.121858235627295
3,7.7163,0.122111529850659
3,7.7232,0.12248064427311
3,7.7301,0.122888888735189
3,7.737,0.123262626646796
3,7.7439,0.123504142177182
3,7.7508,0.123696133118474
3,7.7577,0.123914294154572
3,7.7646,0.124285466669126
3,7.7715,0.124879646998515
3,7.7784,0.125571438432073
3,7.7853,0.126229063159084
3,7.7922,0.126722148744103
3,7.7991,0.127096002617145
3,7.806,0.127483597131126
3,7.8129,0.127832420496506
3,7.8198,0.128281584374843
3,7.8267,0.128740383070231
3,7.8336,0.129178296038019
3,7.8405,0.129550181511893
3,7.8474,0.129824401973915
3,7.8543,0.130023985582427
3,7.8612,0.130237600359211
3,7.8681,0.130547007833703
3,7.875,0.13098982819787
3,7.8819,0.131468123030366
3,7.8888,0.132039922963414
3,7.8957,0.132576444801074
3,7.9026,0.133093739249231
3,7.9095,0.133561642617022
3,7.9164,0.133934708582453
3,7.9233,0.134235844628909
3,7.9302,0.134486458253551
3,7.9371,0.134816187926766
3,7.944,0.13526187593598
3,7.9509,0.135703704878709
3,7.9578,0.136177838784828
3,7.9647,0.136570774480353
3,7.9716,0.136886953889819
3,7.9785,0.137167654860966
3,7.9854,0.137399965229613
3,7.9923,0.1376694037983
3,7.9992,0.13794722463039
3,8.0061,0.138179022284367
3,8.013,0.138375352315323
3,8.0199,0.138486461931058
3,8.0268,0.138577186245267
3,8.0337,0.138660299369726
3,8.0406,0.138741885611977
3,8.0475,0.138814905617042
3,8.0544,0.138898962080977
3,8.0613,0.138969879162668
3,8.0682,0.139053681018433
3,8.0751,0.139147710260461
3,8.082,0.13921384875001
3,8.0889,0.139255513275318
3,8.0958,0.139259607787176
3,8.1027,0.139241990202449
3,8.1096,0.139229271194898
3,8.1165,0.13922606429718
3,8.1234,0.139257834434008
3,8.1303,0.139274045522036
3,8.1372,0.139253689618633
3,8.1441,0.139189796110921
3,8.151,0.139107397081134
3,8.1579,0.139048250177912
3,8.1648,0.139007048157191
3,8.1717,0.139014275822389
3,8.1786,0.139044048219728
3,8.1855,0.139055291252342
3,8.1924,0.139029051046309
3,8.1993,0.138990281014359
3,8.2062,0.138992627141898
3,8.2131,0.139010653102767
3,8.22,0.139025887127286
3,8.2269,0.139011282528919
3,8.2338,0.138929536133914
3,8.2407,0.138830687432021
3,8.2476,0.138745924306861
3,8.2545,0.138711847154315
3,8.2614,0.138742744865602
3,8.2683,0.138793187268086
3,8.2752,0.138842036323567
3,8.2821,0.138836911459624
3,8.289,0.138791589849215
3,8.2959,0.138761135294761
3,8.3028,0.138719070753564
3,8.3097,0.138688810565045
3,8.3166,0.138671117018235
3,8.3235,0.138640321159812
3,8.3304,0.138600719647236
3,8.3373,0.138560785766791
3,8.3442,0.138529495320389
3,8.3511,0.138513432607704
3,8.358,0.138515440205079
3,8.3649,0.138564286958544
3,8.3718,0.138673029890077
3,8.3787,0.138787128991317
3,8.3856,0.138898041405618
3,8.3925,0.138967701322156
3,8.3994,0.138972208313749
3,8.4063,0.138959388721208
3,8.4132,0.138940261435218
3,8.4201,0.138945225698716
3,8.427,0.139008201934415
3,8.4339,0.139095749793109
3,8.4408,0.139209641417608
3,8.4477,0.139330126061053
3,8.4546,0.139464676955985
3,8.4615,0.139577439251516
3,8.4684,0.139676916968568
3,8.4753,0.139768812768763
3,8.4822,0.139830432852964
3,8.4891,0.139884801667571
3,8.496,0.139920694176657
3,8.5029,0.139909243515861
3,8.5098,0.139848691593933
3,8.5167,0.139818255545621
3,8.5236,0.139830244636131
3,8.5305,0.139870471361548
3,8.5374,0.13996976294468
3,8.5443,0.140081767432457
3,8.5512,0.140174354279832
3,8.5581,0.140251201305273
3,8.565,0.140283208150746
3,8.5719,0.140271223369997
3,8.5788,0.140268504326532
3,8.5857,0.140273506609889
3,8.5926,0.140301153139903
3,8.5995,0.14039607086559
3,8.6064,0.140485922127891
3,8.6133,0.140566711235724
3,8.6202,0.140639175486793
3,8.6271,0.140705490635941
3,8.634,0.14076871491815
3,8.6409,0.140813453040706
3,8.6478,0.140873749077357
3,8.6547,0.140912808105214
3,8.6616,0.140928111675503
3,8.6685,0.140937613102963
3,8.6754,0.140943361793886
3,8.6823,0.140948057740467
3,8.6892,0.140952476898281
3,8.6961,0.140952053237916
3,8.703,0.140956506840671
3,8.7099,0.140958776837919
3,8.7168,0.140973680398857
3,8.7237,0.140990916722381
3,8.7306,0.1410012834646
3,8.7375,0.140997933983744
3,8.7444,0.140966716827635
3,8.7513,0.140899024964754
3,8.7582,0.140831687205986
3,8.7651,0.140761305968557
3,8.772,0.140684540702325
3,8.7789,0.14060609155221
3,8.7858,0.14051396076403
3,8.7927,0.140421310457378
3,8.7996,0.140336159014302
3,8.8065,0.140259479689534
3,8.8134,0.140194297305893
3,8.8203,0.140128456438206
3,8.8272,0.140052380396568
3,8.8341,0.139960125718943
3,8.841,0.139822001757137
3,8.8479,0.139694957655694
3,8.8548,0.139553226032005
3,8.8617,0.139412094667485
3,8.8686,0.139264646201477
3,8.8755,0.139120356261682
3,8.8824,0.138976054490902
3,8.8893,0.138835253713028
3,8.8962,0.138699460424104
3,8.9031,0.138509755651576
3,8.91,0.138319059106569
3,8.92,0.00000
4,8.68,0.00000
4,8.69,0.145443312316214
4,8.698,0.145568817429205
4,8.706,0.145752568453486
4,8.714,0.145891091786156
4,8.722,0.146082839128766
4,8.73,0.146222326931197
4,8.738,0.146408166989858
4,8.746,0.146521113683121
4,8.754,0.146655909085728
4,8.762,0.146760904253275
4,8.77,0.14691542105953
4,8.778,0.147026212579559
4,8.786,0.147171582333789
4,8.794,0.147269964699657
4,8.802,0.147414325272456
4,8.81,0.147529100313113
4,8.818,0.147712524317641
4,8.826,0.147854010384126
4,8.834,0.148041712362225
4,8.842,0.148132778734544
4,8.85,0.148250413534863
4,8.858,0.148328717313428
4,8.866,0.148438403512393
4,8.874,0.148515188682666
4,8.882,0.148621334439216
4,8.89,0.148690757925037
4,8.898,0.148776633064638
4,8.906,0.148772951431562
4,8.914,0.148785674726126
4,8.922,0.148794429074942
4,8.93,0.148832156693435
4,8.938,0.148882516237707
4,8.946,0.148947829053647
4,8.954,0.148977228354748
4,8.962,0.149008429994091
4,8.97,0.148989997803408
4,8.978,0.148981319068143
4,8.986,0.148963071459461
4,8.994,0.148948327573776
4,9.002,0.148914889832197
4,9.01,0.148853108440481
4,9.018,0.148779583281869
4,9.026,0.14869663534073
4,9.034,0.148619038323626
4,9.042,0.148531949316746
4,9.05,0.14844617148616
4,9.058,0.148348182681238
4,9.066,0.148212966289962
4,9.074,0.148049646983572
4,9.082,0.147900195258136
4,9.09,0.147720456491979
4,9.098,0.147607734461661
4,9.106,0.147473845146291
4,9.114,0.14734255081844
4,9.122,0.147188184522956
4,9.13,0.147051653079471
4,9.138,0.146894288352704
4,9.146,0.146756380113493
4,9.154,0.146586821639454
4,9.162,0.146434184350081
4,9.17,0.146252919496996
4,9.178,0.146093772060146
4,9.186,0.145907657532269
4,9.194,0.145755406007491
4,9.202,0.145610996284524
4,9.21,0.14547480933605
4,9.218,0.145305198092398
4,9.226,0.145144495428782
4,9.234,0.144943022846006
4,9.242,0.14476253159996
4,9.25,0.144543380068925
4,9.258,0.14433849856395
4,9.266,0.144131078623966
4,9.274,0.143920361258606
4,9.282,0.143706247454246
4,9.29,0.143489502979043
4,9.298,0.143292921417161
4,9.306,0.143115289762152
4,9.314,0.14294770439848
4,9.322,0.142788717907151
4,9.33,0.142627807374913
4,9.338,0.142437762891932
4,9.346,0.142241907160968
4,9.354,0.142036555090825
4,9.362,0.141817502798191
4,9.37,0.141599151648493
4,9.378,0.141384313591705
4,9.386,0.141178350403856
4,9.394,0.140982837514679
4,9.402,0.140796192046521
4,9.41,0.140614910130805
4,9.418,0.140430414686337
4,9.426,0.140248108344964
4,9.434,0.140063867758088
4,9.442,0.139845966862463
4,9.45,0.13963221428518
4,9.458,0.139443173002485
4,9.466,0.139230480742423
4,9.474,0.139038464013965
4,9.482,0.138859312837599
4,9.49,0.138692442149025
4,9.498,0.138483780650823
4,9.506,0.138274091717955
4,9.514,0.138013409015656
4,9.522,0.137767497936307
4,9.53,0.137463951763804
4,9.538,0.137206250533445
4,9.546,0.136951430379841
4,9.554,0.136723752716456
4,9.562,0.136471266389071
4,9.57,0.136278606354803
4,9.578,0.136062162698748
4,9.586,0.13582669905464
4,9.594,0.135538235945845
4,9.602,0.13529472143418
4,9.61,0.134992944280965
4,9.618,0.134751746795646
4,9.626,0.134492160950003
4,9.634,0.134283468144201
4,9.642,0.134038088529855
4,9.65,0.13384650594861
4,9.658,0.133626202197556
4,9.666,0.133446228375195
4,9.674,0.133233607426699
4,9.682,0.133056294334771
4,9.69,0.132847922494971
4,9.698,0.132648197793583
4,9.706,0.132414945798854
4,9.714,0.132219590221636
4,9.722,0.131978580337361
4,9.73,0.131772282380048
4,9.738,0.13151805722054
4,9.746,0.131305995445354
4,9.754,0.131045327556494
4,9.762,0.13083331587834
4,9.77,0.130594258397603
4,9.778,0.130410128566708
4,9.786,0.130192283831959
4,9.794,0.13001528776045
4,9.802,0.129812554647889
4,9.81,0.129666943276851
4,9.818,0.129514345400482
4,9.826,0.129387300880797
4,9.834,0.129245681291035
4,9.842,0.12912754807172
4,9.85,0.128996531840504
4,9.858,0.128883519639272
4,9.866,0.128751183032341
4,9.874,0.128637122244595
4,9.882,0.128510322766543
4,9.89,0.128426694681566
4,9.898,0.128336132589814
4,9.906,0.128253697427849
4,9.914,0.128164315427085
4,9.922,0.128084394171785
